122	126	104	104	106	106	0	2	2	16
120	112	88	88	89	89	0	1	1	31
119	44	100	100	100	100	0	0	0	19
115	20	114	114	114	114	0	0	0	1
114	83	98	98	99	99	0	1	1	15
114	96	95	95	98	98	0	3	3	16
113	65	100	100	101	101	0	1	1	12
113	138	100	100	101	104	3	1	4	9
113	39	105	105	105	105	0	0	0	8
110	122	87	87	88	88	0	1	1	22
108	84	98	98	99	99	0	1	1	9
108	30	90	90	91	96	5	1	6	12
106	105	92	92	92	92	0	0	0	14
104	40	81	81	82	82	0	1	1	22
103	66	78	78	78	78	0	0	0	25
102	127	100	100	101	101	0	1	1	1
102	19	101	101	101	101	0	0	0	1
100	72	80	80	80	80	0	0	0	20
98	54	85	85	85	85	0	0	0	13
98	121	71	71	73	73	0	2	2	25
97	11	86	86	86	86	0	0	0	11
96	48	86	86	86	86	0	0	0	10
95	95	85	85	86	86	0	1	1	9
93	41	91	91	92	92	0	1	1	1
92	14	73	73	73	73	0	0	0	19
91	24	77	77	77	77	0	0	0	14
87	8	80	80	82	82	0	2	2	5
85	99	76	76	77	77	0	1	1	8
84	6	72	72	72	72	0	0	0	12
84	68	82	82	83	83	0	1	1	1
84	58	83	83	83	83	0	0	0	1
84	135	83	83	83	83	0	0	0	1
84	4	63	63	64	64	0	1	1	20
78	55	59	59	59	59	0	0	0	19
76	18	49	49	51	51	0	2	2	25
76	81	57	57	57	57	0	0	0	19
76	53	43	43	44	44	0	1	1	32
73	120	43	43	45	45	0	2	2	28
70	37	54	54	54	54	0	0	0	16
69	2	54	54	54	54	0	0	0	15
68	62	56	56	57	57	0	1	1	11
66	131	49	49	50	50	0	1	1	16
64	32	43	43	43	43	0	0	0	21
63	113	50	50	50	50	0	0	0	13
62	61	45	45	47	47	0	2	2	15
60	69	48	48	49	49	0	1	1	11
58	9	36	36	37	37	0	1	1	21
57	91	38	38	41	41	0	3	3	16
57	47	46	46	47	47	0	1	1	10
56	31	32	32	32	32	0	0	0	24
53	137	52	52	52	52	0	0	0	1
49	27	28	28	29	29	0	1	1	20
46	117	24	24	24	24	0	0	0	22
46	38	19	19	20	23	3	1	4	23
45	13	44	44	44	44	0	0	0	1
43	108	26	26	26	27	1	0	1	16
43	28	41	41	42	42	0	1	1	1
42	67	13	13	13	13	0	0	0	29
39	57	19	19	19	19	0	0	0	20
38	106	30	30	30	30	0	0	0	8
34	118	29	29	30	30	0	1	1	4
32	75	15	15	15	18	3	0	3	14
31	51	10	10	11	11	0	1	1	20
30	130	8	8	9	9	0	1	1	21
30	132	10	10	11	11	0	1	1	19
28	129	4	4	5	5	0	1	1	23
27	87	7	7	10	10	0	3	3	17
25	52	9	9	10	10	0	1	1	15
23	42	12	12	12	12	0	0	0	11
22	78	12	12	12	12	0	0	0	10
21	25	1	1	2	2	0	1	1	19
18	101	6	6	7	7	0	1	1	11
10	33	2	2	4	4	0	2	2	6
9	136	8	8	8	8	0	0	0	1

========== STATISTICS ==========
1) Total orders: 138
   ODG: 26  ODN: 63  OT: 15  OVG: 12  OVC: 15  OVN: 7
2) Total chefs: 15   CN: 10  CS: 5
3) Total scooters: 4
4) Finished: 137 (99.2754%)   Cancelled: 1 (0.724638%)
5) Overwait orders: 2 (1.45985% of finished)
6) Averages (finished orders):
   Avg Ti    = 1.62044
   Avg Tc    = 0.773723
   Avg Tw    = 2.39416
   Avg Tserv = 15.7226
7) Scooter utilization: 74.3873%
8) Chef utilization:    3.49673%
